venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor,eventbrite
"Netherlands eScience Center (in person, Amsterdam)","Science Park 402, 1098 XH Amsterdam",Netherlands,52.3566292,4.9568662,"May 11, 2022",9:30 - 16:30 CEST,2022-05-11T00:00:00Z,2022-05-11T00:00:00Z,"Alessio Sclocco, Hanno Spreeuw","Aron Jansen, Suvayu Ali",ds,ds-gpu,GPU programming,2022-05-11-ds-gpu,NA,NA
